0, nan, nan
1, nan, nan
2, nan, nan
3, nan, nan
4, nan, nan
5, nan, nan
6, nan, nan
7, nan, nan
8, nan, nan
9, nan, nan
0, 499230.4517712496, 1.2486292041893245
1, 499230.474613273, 1.248630149173792
2, 499230.4880474548, 1.2486301888879068
3, 499230.48272856453, 1.2486301585802877
4, 499230.46858198225, 1.2486300939025807
5, 499230.44570790423, 1.2486299920653783
6, 499230.41193172784, 1.24862984227189
7, 499230.3644200876, 1.2486296308389337
8, 499230.3006004944, 1.2486293445084975
9, 499230.2193765124, 1.2486289754915192
0, 323386.9772513341, 0.8056328016464576
1, 322859.508873196, 0.804412719953257
2, 322849.40399753506, 0.8043877215792812
3, 322847.18888052925, 0.8043841619998646
4, 322845.3650454175, 0.804383142833088
5, 322843.6017755562, 0.804382708577021
6, 322841.8806858373, 0.8043824263533864
7, 322840.19984213484, 0.8043821854113414
8, 322838.558250536, 0.804381957593943
9, 322836.95499136724, 0.8043817358454708
