0, nan, nan
1, nan, nan
2, nan, nan
3, nan, nan
4, nan, nan
5, nan, nan
6, nan, nan
7, nan, nan
8, nan, nan
9, nan, nan
0, 499230.7457603385, 1.2486303424406668
1, 499230.7046637607, 1.2486303436758575
2, 499230.7046633515, 1.248630343675889
3, 499230.7046633515, 1.248630343675889
4, 499230.7046633515, 1.248630343675889
0, 332282.03422222356, 0.8091059547917905
1, 331801.37800770684, 0.8084809805950398
2, 331717.5235041282, 0.8084230138985861
3, 331652.146467071, 0.8083858362191717
4, 331599.136763165, 0.8083597780759595
5, 331556.0948081371, 0.8083392984818685
6, 331521.1440319457, 0.8083223548799192
7, 331492.7633302692, 0.8083080832606832
8, 331469.71765109553, 0.8082959792027993
9, 331451.00411328534, 0.8082856744975228
